,Title,IMSDB-Genres,Writers,Movie-Title,IMDB-ID,Filename,BOM-url,Distributor,OW-Revenue,OW-Opens,Release-Date,Days-in-Release,MPAA,Runtime,Genres,Widest-Release,Domestic-Total,WorldWide-Total,Budget
639,Les Tontons Flingueurs,"['Action', 'Comedy', 'Crime']","['Michel Audiard', 'Georges Lautner', 'Albert Simonin']",Les_Tontons_Flingueurs,57591,./data/IMSDB/texts/Les_Tontons_Flingueurs.txt,,,,,,,,,,,,,
640,Leviathan,"['Horror', 'Sci-Fi', 'Thriller']","['David Peoples', 'Jeb Stuart']",Leviathan,97737,./data/IMSDB/texts/Leviathan.txt,https://www.boxofficemojo.com/release/rl1214154241,Metro-Goldwyn-Mayer (MGM),"5,029,164","1,393","Mar 17, 1989",290 days,,98.0,"['Adventure', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']","1,393","15,704,614","15,704,614",
651,Little Athens,"['Comedy', 'Drama']","['Jeff Zuber', 'Tom Zuber']",Little_Athens,1614456,./data/IMSDB/texts/Little_Athens.txt,,,,,,,,,,,,,
652,Little Men,['Drama'],"['Ira Sachs', 'Mauricio Zacharias']",Little_Men,4919484,./data/IMSDB/texts/Little_Men.txt,https://www.boxofficemojo.com/release/rl1988003329,Magnolia Pictures,"30,368",2,"Aug 5, 2016",154 days,PG,85.0,['Drama'],61,"702,537","2,008,649",
653,"Little Mermaid, The","['Family', 'Animation', 'Comedy', 'Musical', 'Romance', 'Fantasy']","['Roger Allers', 'Hans Christian Andersen', 'Howard Ashman', 'Ron Clements', 'John Musker']",Little_Mermaid,97757,./data/IMSDB/texts/Little_Mermaid.txt,https://www.boxofficemojo.com/release/rl929138177,Walt Disney Studios Motion Pictures,"6,031,914",994,"Nov 17, 1989",410 days,,83.0,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']","1,533","84,355,863","184,155,863",
655,Living in Oblivion,"['Comedy', 'Drama']",['Tom DiCillo'],Living_in_Oblivion,113677,./data/IMSDB/texts/Living_in_Oblivion.txt,https://www.boxofficemojo.com/release/rl190940673,Sony Pictures Classics,"47,965",2,"Jul 14, 1995",171 days,R,90.0,"['Comedy', 'Drama']",2,"1,111,790","1,111,790",
658,Logan's Run,"['Action', 'Adventure', 'Sci-Fi']",['David Zelgan Goodman'],Logan's_Run,74812,./data/IMSDB/texts/Logan's_Run.txt,,,,,,,,,,,,,
662,Lord of Illusions,"['Fantasy', 'Horror', 'Thriller']",['Clive Barker'],Lord_of_Illusions,113690,./data/IMSDB/texts/Lord_of_Illusions.txt,https://www.boxofficemojo.com/release/rl2892072449,Metro-Goldwyn-Mayer (MGM),"4,800,258","1,533","Aug 25, 1995",129 days,R,109.0,"['Horror', 'Mystery', 'Thriller']","1,533","13,294,422","13,294,422",
668,Lost Highway,"['Drama', 'Mystery', 'Thriller', 'Horror']","['David Lynch', 'Barry Gifford']",Lost_Highway,116922,./data/IMSDB/texts/Lost_Highway.txt,https://www.boxofficemojo.com/release/rl2338424321,October Films,"212,710",12,"Feb 21, 1997",314 days,R,134.0,"['Mystery', 'Thriller']",337,"3,675,201","3,675,201",
669,Lost Horizon,"['Adventure', 'Fantasy', 'Sci-Fi', 'Drama', 'Mystery']","['James Hilton', 'Robert Riskin']",Lost_Horizon,70337,./data/IMSDB/texts/Lost_Horizon.txt,,,,,,,,,,,,,
670,Lost in Space,"['Action', 'Adventure', 'Sci-Fi']","['Irwin Allen', 'Akiva Goldsman']",Lost_in_Space,5232792,./data/IMSDB/texts/Lost_in_Space.txt,,,,,,,,,,,,,
685,Man Trouble,"['Comedy', 'Romance']",['Carole Eastman'],Man_Trouble,104804,./data/IMSDB/texts/Man_Trouble.txt,https://www.boxofficemojo.com/release/rl23299585,Twentieth Century Fox,"2,034,475","1,009","Jul 17, 1992",168 days,PG-13,100.0,"['Comedy', 'Romance']","1,009","4,096,030","4,096,030",
686,"Man Who Knew Too Much, The","['Adventure', 'Drama', 'Thriller']",['John Michael Hayes'],Man_Who_Knew_Too_Much,49470,./data/IMSDB/texts/Man_Who_Knew_Too_Much.txt,,,,,,,,,,,,,
687,"Man Who Wasn't There, The","['Comedy', 'Drama', 'Crime']","['Joel Coen', 'Ethan Coen']",Man_Who_Wasn't_There,243133,./data/IMSDB/texts/Man_Who_Wasn't_There.txt,https://www.boxofficemojo.com/release/rl2086897153,USA Films,"664,404",39,"Nov 2, 2001",425 days,R,116.0,"['Crime', 'Drama']",259,"7,504,257","18,916,623",
689,Manhattan Murder Mystery,"['Comedy', 'Crime', 'Mystery']","['Woody Allen', 'Marshall Brickman']",Manhattan_Murder_Mystery,107507,./data/IMSDB/texts/Manhattan_Murder_Mystery.txt,https://www.boxofficemojo.com/release/rl576947713,TriStar Pictures,"2,015,360",268,"Aug 18, 1993",136 days,PG,104.0,"['Comedy', 'Mystery']",337,"11,330,911","11,330,911",
690,Manhunter,"['Drama', 'Thriller', 'Horror']","['Thomas Harris', 'Michael Mann']",Manhunter,91474,./data/IMSDB/texts/Manhunter.txt,,,,,,,,,,,,,
693,Margot at the Wedding,"['Comedy', 'Drama']",['Noah Baumbach'],Margot_at_the_Wedding,757361,./data/IMSDB/texts/Margot_at_the_Wedding.txt,https://www.boxofficemojo.com/release/rl1701021185,Paramount Vantage,"81,035",2,"Nov 16, 2007",412 days,R,93.0,"['Comedy', 'Drama']",121,"1,959,420","2,900,156",
698,Marty,"['Drama', 'Romance']",['Paddy Chayefsky'],Marty,48356,./data/IMSDB/texts/Marty.txt,,,,,,,,,,,,,
699,Mary Poppins,"['Family', 'Comedy', 'Musical', 'Fantasy', 'Drama', 'Animation']","['Bill Walsh', 'Don DaGradi']",Mary_Poppins,58331,./data/IMSDB/texts/Mary_Poppins.txt,,,,,,,,,,,,,
706,Mean Streets,"['Crime', 'Drama']","['Martin Scorsese', 'Mardik Martin', 'Ethan Edwards']",Mean_Streets,70379,./data/IMSDB/texts/Mean_Streets.txt,,,,,,,,,,,,,
709,Meet John Doe,"['Comedy', 'Drama']","['Richard Connell', 'Robert Presnell Sr.']",Meet_John_Doe,33891,./data/IMSDB/texts/Meet_John_Doe.txt,,,,,,,,,,,,,
715,Metro,"['Action', 'Thriller', 'Drama']",['Randy Feldman'],Metro,381966,./data/IMSDB/texts/Metro.txt,,,,,,,,,,,,,
716,Miami Vice,"['Action', 'Crime', 'Drama', 'Thriller']","['Michael Mann', 'Anthony Yerkovich']",Miami_Vice,86759,./data/IMSDB/texts/Miami_Vice.txt,,,,,,,,,,,,,
717,Midnight Cowboy,['Drama'],"['James Leo Herlihy', 'Waldo Salt']",Midnight_Cowboy,64665,./data/IMSDB/texts/Midnight_Cowboy.txt,,,,,,,,,,,,,
718,Midnight Express,"['Crime', 'Drama', 'Thriller']","['Oliver Stone', 'Billy Hayes', 'William Hoffer']",Midnight_Express,77928,./data/IMSDB/texts/Midnight_Express.txt,,,,,,,,,,,,,
721,Mighty Morphin Power Rangers: The Movie,"['Family', 'Action']","['John Kamps', 'Arne Olsen']",Mighty_Morphin_Power_Rangers:_The_Movie,113820,./data/IMSDB/texts/Mighty_Morphin_Power_Rangers:_The_Movie.txt,https://www.boxofficemojo.com/release/rl2556593665,Twentieth Century Fox,"13,104,788","2,409","Jun 30, 1995",185 days,PG,95.0,"['Action', 'Adventure', 'Family', 'Sci-Fi', 'Thriller']","2,409","38,187,431","66,433,194",
723,Miller's Crossing,"['Crime', 'Drama', 'Thriller']","['Joel Coen', 'Ethan Coen']",Miller's_Crossing,100150,./data/IMSDB/texts/Miller's_Crossing.txt,https://www.boxofficemojo.com/release/rl2523039233,Twentieth Century Fox,"28,202",1,"Sep 21, 1990",105 days,,115.0,"['Crime', 'Drama', 'Thriller']",289,"5,080,409","5,080,409",
727,"Miracle Worker, The",['Drama'],['William Gibson'],Miracle_Worker,7529770,./data/IMSDB/texts/Miracle_Worker.txt,,,,,,,,,,,,,
729,Misery,"['Drama', 'Horror', 'Thriller']",['William Goldman'],Misery,100157,./data/IMSDB/texts/Misery.txt,https://www.boxofficemojo.com/release/rl3781330433,Columbia Pictures,"10,076,834","1,244","Nov 30, 1990",397 days,,107.0,"['Drama', 'Thriller']","1,370","61,276,872","61,276,872",
738,Moonstruck,"['Comedy', 'Romance', 'Drama']",['John Patrick Shanley'],Moonstruck,93565,./data/IMSDB/texts/Moonstruck.txt,https://www.boxofficemojo.com/release/rl1550157313,Metro-Goldwyn-Mayer (MGM),"127,599",7,"(Wide)Dec 18, 1987",380 days,,102.0,"['Comedy', 'Drama', 'Romance']","1,178","80,640,528","80,640,528",
739,Mr Blandings Builds His Dream House,['Comedy'],"['Melvin Frank', 'Norman Panama']",Mr_Blandings_Builds_His_Dream_House,40613,./data/IMSDB/texts/Mr_Blandings_Builds_His_Dream_House.txt,,,,,,,,,,,,,
740,Mr Brooks,"['Crime', 'Drama', 'Thriller']","['Bruce A. Evans', 'Raynold Gideon']",Mr_Brooks,780571,./data/IMSDB/texts/Mr_Brooks.txt,,,,,,,,,,,,,
741,Mr Deeds Goes to Town,['Comedy'],"['Clarence Budington Kelland', 'Robert Riskin']",Mr_Deeds_Goes_to_Town,27996,./data/IMSDB/texts/Mr_Deeds_Goes_to_Town.txt,,,,,,,,,,,,,
742,Mrs. Brown,"['Drama', 'Romance']",['Jeremy Brock'],Mrs,119280,./data/IMSDB/texts/Mrs.txt,https://www.boxofficemojo.com/release/rl4284843521,Miramax,"76,268",6,"Jul 18, 1997",167 days,PG,101.0,"['Biography', 'Drama', 'History', 'Romance']",432,"9,229,808","9,229,808",
744,Mulan,"['Family', 'Animation', 'Comedy', 'Musical', 'Adventure']",['Robert D. San Souci'],Mulan,4566758,./data/IMSDB/texts/Mulan.txt,,,,,,,,,,,,,
749,Mute Witness,"['Horror', 'Thriller']",['Anthony Waller'],Mute_Witness,110604,./data/IMSDB/texts/Mute_Witness.txt,https://www.boxofficemojo.com/release/rl660899329,Sony Pictures Classics,"560,048",284,"Sep 15, 1995",108 days,R,95.0,"['Crime', 'Thriller']",284,"1,125,910","1,125,910",
752,My Mother Dreams the Satan's Disciples in New York,['Short'],['Rex Pickett'],My_Mother_Dreams_the_Satan's_Disciples_in_New_York,177023,./data/IMSDB/texts/My_Mother_Dreams_the_Satan's_Disciples_in_New_York.txt,,,,,,,,,,,,,
756,Nashville,"['Drama', 'Musical']",['Joan Tewksbury'],Nashville,2281375,./data/IMSDB/texts/Nashville.txt,,,,,,,,,,,,,
759,"Neverending Story, The","['Fantasy', 'Adventure', 'Family']","['Michael Ende', 'Wolfgang Petersen', 'Herman Weigel']",Neverending_Story,88323,./data/IMSDB/texts/Neverending_Story.txt,https://www.boxofficemojo.com/release/rl3865347585,Warner Bros.,"4,325,823",950,"Jul 20, 1984",165 days,,102.0,"['Adventure', 'Drama', 'Family', 'Fantasy']",950,"20,158,808","20,158,808",
765,Ni vu ni connu,['Comedy'],"['Alphonse Allais', 'Jacques Celhay', 'Jean Marsan', 'Yves Robert']",Ni_vu_ni_connu,51989,./data/IMSDB/texts/Ni_vu_ni_connu.txt,,,,,,,,,,,,,
766,Nick of Time,"['Crime', 'Drama', 'Thriller']","['Patrick Duncan', 'Ebbe Roe Smith']",Nick_of_Time,113972,./data/IMSDB/texts/Nick_of_Time.txt,https://www.boxofficemojo.com/release/rl593987073,Paramount Pictures,"2,781,601","1,849","Nov 22, 1995",44 days,R,90.0,"['Action', 'Crime', 'Drama', 'Thriller']","1,849","8,175,346","8,175,346",
767,Night Time (The Poltergeist Treatment),['Horror'],['Steven Spielberg'],Night_Time_(The_Poltergeist_Treatment),0,./data/IMSDB/texts/Night_Time_(The_Poltergeist_Treatment).txt,,,,,,,,,,,,,
768,Nightbreed,"['Action', 'Fantasy', 'Horror']",['Clive Barker'],Nightbreed,100260,./data/IMSDB/texts/Nightbreed.txt,https://www.boxofficemojo.com/release/rl476546561,Twentieth Century Fox,"3,708,918","1,488","Feb 16, 1990",319 days,,102.0,"['Action', 'Fantasy', 'Horror']","1,488","8,862,354","8,862,354",
769,"Nightmare Before Christmas, The","['Animation', 'Comedy', 'Fantasy', 'Horror', 'Musical']",['Caroline Thompson'],Nightmare_Before_Christmas,107688,./data/IMSDB/texts/Nightmare_Before_Christmas.txt,https://www.boxofficemojo.com/release/rl124225025,Walt Disney Studios Motion Pictures,"191,232",2,"(Wide)Oct 15, 1993",84 days,PG,76.0,"['Animation', 'Family', 'Fantasy', 'Musical']","1,671","50,003,043","50,003,043",
770,"Nightmare Before Christmas, The","['Animation', 'Comedy', 'Fantasy', 'Horror', 'Musical']",['Caroline Thompson'],Nightmare_Before_Christmas,107688,./data/IMSDB/texts/Nightmare_Before_Christmas.txt,https://www.boxofficemojo.com/release/rl124225025,Walt Disney Studios Motion Pictures,"191,232",2,"(Wide)Oct 15, 1993",84 days,PG,76.0,"['Animation', 'Family', 'Fantasy', 'Musical']","1,671","50,003,043","50,003,043",
772,Nightmare on Elm Street: The Final Chapter,"['Comedy', 'Horror', 'Mystery']","['Wes Craven', 'Rachel Talalay']",Nightmare_on_Elm_Street:_The_Final_Chapter,0,./data/IMSDB/texts/Nightmare_on_Elm_Street:_The_Final_Chapter.txt,,,,,,,,,,,,,
774,"Nines, The","['Drama', 'Horror', 'Mystery', 'Thriller']",['John August'],Nines,2467372,./data/IMSDB/texts/Nines.txt,,,,,,,,,,,,,
776,Ninotchka,"['Comedy', 'Romance']","['Melchior Lengyel', 'Charles Brackett', 'Billy Wilder', 'Walter Reisch']",Ninotchka,31725,./data/IMSDB/texts/Ninotchka.txt,,,,,,,,,,,,,
788,Omega Man,"['Drama', 'Sci-Fi', 'Thriller']",['John William Corrington'],Omega_Man,67525,./data/IMSDB/texts/Omega_Man.txt,,,,,,,,,,,,,
792,Orgy of the Dead,"['Fantasy', 'Horror']",['Ed Wood'],Orgy_of_the_Dead,54240,./data/IMSDB/texts/Orgy_of_the_Dead.txt,,,,,,,,,,,,,
799,Papadopoulos & Sons,"['Comedy', 'Drama']",['Marcus Markou'],Papadopoulos_&_Sons,2006810,./data/IMSDB/texts/Papadopoulos_&_Sons.txt,,,,,,,,,,,,,
801,Pariah,['Drama'],['Dee Rees'],Pariah,1233334,./data/IMSDB/texts/Pariah.txt,https://www.boxofficemojo.com/release/rl2255062529,Focus Features,"48,579",4,"Dec 28, 2011",370 days,R,86.0,['Drama'],24,"769,552","769,552",
803,"Passion of Joan of Arc, The",['Drama'],"['Joseph Delteil', 'Carl Theodor Dreyer']",Passion_of_Joan_of_Arc,19254,./data/IMSDB/texts/Passion_of_Joan_of_Arc.txt,https://www.boxofficemojo.com/release/rl889554433,Janus Films,"6,408",1,"Nov 24, 2017",42 days,,110.0,"['Biography', 'Drama', 'History']",1 theater,"21,877","21,877",
804,"Patriot, The","['Action', 'Drama', 'War']",['Robert Rodat'],Patriot,4687882,./data/IMSDB/texts/Patriot.txt,,,,,,,,,,,,,
807,Peeping Tom,"['Drama', 'Horror', 'Thriller']",['Leo Marks'],Peeping_Tom,54167,./data/IMSDB/texts/Peeping_Tom.txt,,,,,,,,,,,,,
809,Perfect Creature,"['Action', 'Drama', 'Fantasy', 'Horror', 'Sci-Fi']",['Glenn Standring'],Perfect_Creature,403407,./data/IMSDB/texts/Perfect_Creature.txt,,,,,,,,,,,,,
810,"Perfect World, A","['Action', 'Crime', 'Drama']",['John Lee Hancock'],Perfect_World,107808,./data/IMSDB/texts/Perfect_World.txt,https://www.boxofficemojo.com/release/rl1969784321,Warner Bros.,"8,075,582","1,964","Nov 24, 1993",403 days,PG-13,138.0,"['Crime', 'Drama', 'Thriller']","1,964","31,130,999","135,130,999",
813,Pet Sematary II,['Horror'],"['Richard Outten', 'David S. Goyer']",Pet_Sematary_II,105128,./data/IMSDB/texts/Pet_Sematary_II.txt,https://www.boxofficemojo.com/release/rl1432913409,Paramount Pictures,"4,825,100","1,852","Aug 28, 1992",126 days,R,100.0,"['Fantasy', 'Horror']","1,852","17,092,453","17,092,453",
814,Petulia,['Drama'],['Larry Marcus'],Petulia,63426,./data/IMSDB/texts/Petulia.txt,,,,,,,,,,,,,
815,Philadelphia,['Drama'],['Ron Nyswaner'],Philadelphia,472954,./data/IMSDB/texts/Philadelphia.txt,,,,,,,,,,,,,
825,Platinum Blonde,"['Comedy', 'Romance']","['Harry E. Chandlee', 'Douglas W. Churchill', 'Robert Riskin']",Platinum_Blonde,22268,./data/IMSDB/texts/Platinum_Blonde.txt,,,,,,,,,,,,,
826,Platoon,"['Action', 'Drama', 'War']",['Oliver Stone'],Platoon,91763,./data/IMSDB/texts/Platoon.txt,,,,,,,,,,,,,
829,Pokemon: Mewtwo Returns,"['Animation', 'Adventure', 'Family', 'Fantasy']",['Masamitsu Hidaka'],Pokemon:_Mewtwo_Returns,304564,./data/IMSDB/texts/Pokemon:_Mewtwo_Returns.txt,,,,,,,,,,,,,
831,"Power of One, The",['Drama'],['Robert Mark Kamen'],Power_of_One,105159,./data/IMSDB/texts/Power_of_One.txt,https://www.boxofficemojo.com/release/rl1147897345,Warner Bros.,"684,358",143,"Mar 27, 1992",280 days,PG-13,127.0,"['Drama', 'Sport']",143,"2,827,107","2,827,107",
836,Pretty Woman (final script),"['Comedy', 'Romance']",['Jonathan Frederick Lawton'],Pretty_Woman_(final_script),0,./data/IMSDB/texts/Pretty_Woman_(final_script).txt,,,,,,,,,,,,,
837,Pride and Prejudice,"['Drama', 'Romance']",['Deborah Moggach'],Pride_and_Prejudice,112130,./data/IMSDB/texts/Pride_and_Prejudice.txt,,,,,,,,,,,,,
840,"Private Life of Sherlock Holmes, The","['Comedy', 'Drama', 'Mystery']","['Billy Wilder', 'I.A.L Diamond']",Private_Life_of_Sherlock_Holmes,66249,./data/IMSDB/texts/Private_Life_of_Sherlock_Holmes.txt,,,,,,,,,,,,,
842,"Program, The","['Action', 'Drama']","['David S. Ward', 'Aaron Latham']",Program,107889,./data/IMSDB/texts/Program.txt,https://www.boxofficemojo.com/release/rl946505217,Walt Disney Studios Motion Pictures,"6,821,931","1,653","Sep 24, 1993",99 days,R,112.0,"['Action', 'Drama', 'Romance', 'Sport']","1,661","23,032,565","23,032,565",
843,Prom Night,"['Horror', 'Mystery', 'Thriller']","['William Gray', 'Bob Guza']",Prom_Night,81383,./data/IMSDB/texts/Prom_Night.txt,,,,,,,,,,,,,
845,"Prophecy, The","['Horror', 'Thriller', 'Fantasy', 'Mystery']",['Gregory Widen'],Prophecy,114194,./data/IMSDB/texts/Prophecy.txt,https://www.boxofficemojo.com/release/rl761955841,Dimension Films,"7,510,332","1,663","Sep 1, 1995",122 days,R,98.0,"['Action', 'Crime', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']","1,663","16,115,878","16,115,878",
847,Psycho,"['Horror', 'Thriller']","['Robert Bloch', 'Joseph Stefano']",Psycho,54215,./data/IMSDB/texts/Psycho.txt,https://www.boxofficemojo.com/release/rl141198849,Paramount Pictures,"806,947",Budget,"Jun 16, 1960",929 days,R,109.0,"['Horror', 'Mystery', 'Thriller']","IMDbPro
                    See more details at IMDbPro","32,000,000","32,000,000",
851,Purple Rain,"['Drama', 'Music']","['Albert Magnoli', 'William Blinn']",Purple_Rain,87957,./data/IMSDB/texts/Purple_Rain.txt,https://www.boxofficemojo.com/release/rl1533707777,Warner Bros.,"7,766,201",917,"Jul 27, 1984",158 days,,111.0,"['Drama', 'Music', 'Romance']","1,022","68,392,977","68,392,977",
852,Quantum Project,"['Drama', 'Short']",['David Aaron Cohen'],Quantum_Project,8574978,./data/IMSDB/texts/Quantum_Project.txt,,,,,,,,,,,,,
854,"Queen, The",['Drama'],['Peter Morgan'],Queen,10048342,./data/IMSDB/texts/Queen.txt,,,,,,,,,,,,,
857,Raising Arizona,['Comedy'],"['Joel Coen', 'Ethan Coen']",Raising_Arizona,93822,./data/IMSDB/texts/Raising_Arizona.txt,https://www.boxofficemojo.com/release/rl3832186369,Twentieth Century Fox,"36,240",1,"(Wide)Mar 13, 1987",294 days,,94.0,"['Comedy', 'Crime']",697,"22,847,564","29,180,280",
859,Rambo: First Blood II: The Mission,"['Action', 'Adventure']",['James Cameron'],Rambo:_First_Blood_II:_The_Mission,89880,./data/IMSDB/texts/Rambo:_First_Blood_II:_The_Mission.txt,https://www.boxofficemojo.com/release/rl3697968641,TriStar Pictures,"20,176,217","2,074","May 22, 1985",224 days,,96.0,"['Action', 'Adventure', 'Thriller']","2,074","150,415,432","300,400,432",
861,Real Genius,['Comedy'],"['Neal Israel', 'Pat Proft', 'Peter Torokvel']",Real_Genius,89886,./data/IMSDB/texts/Real_Genius.txt,https://www.boxofficemojo.com/release/rl409830913,TriStar Pictures,"2,557,180",990,"Aug 9, 1985",145 days,,108.0,"['Comedy', 'Romance', 'Sci-Fi']",990,"12,952,019","12,952,019",
862,Rear Window,"['Thriller', 'Mystery']","['Cornell Woolrich', 'John Michael Hayes']",Rear_Window,47396,./data/IMSDB/texts/Rear_Window.txt,,,,,,,,,,,,,
863,Rebel Without A Cause,['Drama'],['Stewart Stern'],Rebel_Without_A_Cause,48545,./data/IMSDB/texts/Rebel_Without_A_Cause.txt,,,,,,,,,,,,,
864,Red Planet,"['Action', 'Sci-Fi', 'Thriller']","['Chuck Pfarrer', 'Jonathan Lemkin']",Red_Planet,4939064,./data/IMSDB/texts/Red_Planet.txt,,,,,,,,,,,,,
867,"Relic, The","['Horror', 'Thriller']",['Amy Holden Jones'],Relic,9072352,./data/IMSDB/texts/Relic.txt,https://www.boxofficemojo.com/release/rl1807647233,IFC Films,"192,352",69,"Jul 3, 2020",129 days,R,89.0,"['Drama', 'Horror', 'Mystery', 'Thriller']",133,"1,047,083","2,158,255",
871,"Rescuers Down Under, The","['Animation', 'Family', 'Adventure']","['Margery Sharp', 'Jim Cox', 'Karey Kirkpatrick']",Rescuers_Down_Under,100477,./data/IMSDB/texts/Rescuers_Down_Under.txt,https://www.boxofficemojo.com/release/rl2506982913,Walt Disney Studios Motion Pictures,"3,499,819","1,230","Nov 16, 1990",411 days,,77.0,"['Adventure', 'Animation', 'Crime', 'Drama', 'Family', 'Fantasy', 'Mystery']","1,487","27,931,461","27,931,461",
877,Ringu,"['Horror', 'Mystery', 'Thriller']",['Takahashi Hiroshi'],Ringu,178868,./data/IMSDB/texts/Ringu.txt,,,,,,,,,,,,,
880,RKO 281,['Drama'],['John Logan'],RKO_281,120801,./data/IMSDB/texts/RKO_281.txt,,,,,,,,,,,,,
885,Rocky,"['Drama', 'Romance']",['Sylvester Stallone'],Rocky,75148,./data/IMSDB/texts/Rocky.txt,,,,,,,,,,,,,
886,"Rocky Horror Picture Show, The","['Comedy', 'Horror', 'Musical', 'Sci-Fi']","[""Richard O'Brien"", ' Jim Sharman']",Rocky_Horror_Picture_Show,73629,./data/IMSDB/texts/Rocky_Horror_Picture_Show.txt,,,,,,,,,,,,,
887,Romeo & Juliet,"['Crime', 'Drama', 'Romance']","['William Shakespeare', 'Craig Pearce', 'Baz Luhrmann']",Romeo_&_Juliet,1645131,./data/IMSDB/texts/Romeo_&_Juliet.txt,https://www.boxofficemojo.com/release/rl2657912321,Relativity Media,"520,116",461,"Oct 11, 2013",84 days,PG-13,118.0,"['Drama', 'Romance']",461,"1,162,635","2,966,268",
891,Roughshod,['Western'],"['Hugo Butler', 'Geoffrey Homes', 'Peter Viertel']",Roughshod,6359140,./data/IMSDB/texts/Roughshod.txt,,,,,,,,,,,,,
898,Rust and Bone,"['Drama', 'Romance']","['Jacques Audiard', 'Thomas Bidegain']",Rust_and_Bone,2053425,./data/IMSDB/texts/Rust_and_Bone.txt,,,,,,,,,,,,,
899,S. Darko,"['Crime', 'Mystery', 'Sci-Fi', 'Thriller']",['Nathan Atkins'],S,1231277,./data/IMSDB/texts/S.txt,https://www.boxofficemojo.com/release/rl845055233,Gulf Film,"19,708",11,"Mar 10, 2011",297 days,R,103.0,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",11,"44,103","44,103",
900,"Saint, The","['Action', 'Romance', 'Thriller']",['Jonathan Hensleigh'],Saint,55701,./data/IMSDB/texts/Saint.txt,,,,,,,,,,,,,
902,"Sandlot Kids, The","['Comedy', 'Drama', 'Family']","['David Mickey Evans', 'Robert Gunter']",Sandlot_Kids,108037,./data/IMSDB/texts/Sandlot_Kids.txt,https://www.boxofficemojo.com/release/rl1215268353,Twentieth Century Fox,"4,918,712","1,772","Apr 9, 1993",267 days,PG,101.0,"['Comedy', 'Drama', 'Family', 'Sport']","1,775","32,434,006","33,832,313",
912,Scream 2,"['Horror', 'Mystery', 'Thriller']",['Kevin Williamson'],Scream_2,120082,./data/IMSDB/texts/Scream_2.txt,,,,,,,,,,,,,
915,"Searchers, The","['Drama', 'Western']",['Frank Nugent'],Searchers,49730,./data/IMSDB/texts/Searchers.txt,,,,,,,,,,,,,
922,"Seventh Seal, The","['Drama', 'Fantasy']",['Ingmar Bergman'],Seventh_Seal,50976,./data/IMSDB/texts/Seventh_Seal.txt,,,,,,,,,,,,,
923,Sex and the City,"['Comedy', 'Drama', 'Romance']",['Michael Patrick King'],Sex_and_the_City,159206,./data/IMSDB/texts/Sex_and_the_City.txt,,,,,,,,,,,,,
925,Sexual Life,"['Comedy', 'Drama']",['Ken Kwapis'],Sexual_Life,3212952,./data/IMSDB/texts/Sexual_Life.txt,,,,,,,,,,,,,
929,Shampoo,['Drama'],"['Robert Towne', 'Warren Beatty']",Shampoo,73692,./data/IMSDB/texts/Shampoo.txt,,,,,,,,,,,,,
933,Shifty,['Thriller'],['Eran Creevy'],Shifty,1104126,./data/IMSDB/texts/Shifty.txt,,,,,,,,,,,,,
936,Shivers,"['Horror', 'Sci-Fi']",['David Cronenberg'],Shivers,73705,./data/IMSDB/texts/Shivers.txt,,,,,,,,,,,,,
946,Simone,"['Comedy', 'Drama', 'Sci-Fi']",['Andrew Niccol'],Simone,258153,./data/IMSDB/texts/Simone.txt,https://www.boxofficemojo.com/release/rl1148290561,New Line Cinema,"3,813,463","1,920","Aug 23, 2002",131 days,PG-13,117.0,"['Comedy', 'Drama', 'Sci-Fi']","1,920","9,688,676","19,576,023",
947,Single White Female,"['Drama', 'Thriller']","['Don Roos', 'John Lutz']",Single_White_Female,105414,./data/IMSDB/texts/Single_White_Female.txt,https://www.boxofficemojo.com/release/rl544572929,Columbia Pictures,"10,212,401","1,744","Aug 14, 1992",140 days,R,107.0,"['Drama', 'Thriller']","1,744","48,017,402","48,017,402",
948,Sister Act,"['Comedy', 'Crime', 'Musical']",['Paul Rudnick'],Sister_Act,105417,./data/IMSDB/texts/Sister_Act.txt,https://www.boxofficemojo.com/release/rl2456913409,Walt Disney Studios Motion Pictures,"11,894,587","1,430","May 29, 1992",217 days,PG,100.0,"['Comedy', 'Crime', 'Family', 'Music']","2,087","139,605,150","231,605,150",
949,Six Degrees of Separation,"['Comedy', 'Drama', 'Mystery']",['John Guare'],Six_Degrees_of_Separation,108149,./data/IMSDB/texts/Six_Degrees_of_Separation.txt,https://www.boxofficemojo.com/release/rl2154923521,Metro-Goldwyn-Mayer (MGM),"53,058",2,"Dec 10, 1993",387 days,R,112.0,"['Comedy', 'Drama', 'Mystery']",201,"6,405,918","6,405,918",
955,Slumdog Millionaire,"['Crime', 'Drama', 'Romance']","['Simon Beaufoy', 'Vikas Swarup']",Slumdog_Millionaire,1010048,./data/IMSDB/texts/Slumdog_Millionaire.txt,,,,,,,,,,,,,
956,Smashed,"['Comedy', 'Drama']","['Susan Burke', 'James Ponsoldt']",Smashed,2063781,./data/IMSDB/texts/Smashed.txt,https://www.boxofficemojo.com/release/rl762349057,Sony Pictures Classics,"26,943",4,"Oct 12, 2012",446 days,R,81.0,['Drama'],50,"376,597","499,725",
